YEAR,DATE,TOPIC,NAME,MOE,SUBPOP,SUBPOPID,CHOICE,PARTY,VALUE,OBS,STATE
2012,2012-10-21,2012-president,2012 Tennessee President: Romney vs. Obama,,Likely Voters,1,Obama,Dem,34.0,609,TN
2012,2012-10-21,2012-president,2012 Tennessee President: Romney vs. Obama,,Likely Voters,1,Undecided,,6.0,609,TN
2012,2012-10-21,2012-president,2012 Tennessee President: Romney vs. Obama,,Likely Voters,1,Other,,1.0,609,TN
2012,2012-10-21,2012-senate,2012 Tennessee Senate: Corker vs. Clayton,,Likely Voters,1,Other,,4.0,609,TN
2012,2012-10-21,2012-senate,2012 Tennessee Senate: Corker vs. Clayton,,Likely Voters,1,Clayton,Dem,21.0,609,TN
2012,2012-10-21,2012-senate,2012 Tennessee Senate: Corker vs. Clayton,,Likely Voters,1,Refused,,3.0,609,TN
2012,2012-10-21,2012-senate,2012 Tennessee Senate: Corker vs. Clayton,,Likely Voters,1,Corker,Rep,59.0,609,TN
2012,2012-10-21,2012-senate,2012 Tennessee Senate: Corker vs. Clayton,,Likely Voters,1,Undecided,,13.0,609,TN
2012,2012-10-11,2012-president,2012 Tennessee President: Romney vs. Obama,5.0,Likely Voters,1,Romney,Rep,52.0,484,TN
2012,2012-10-11,2012-president,2012 Tennessee President: Romney vs. Obama,5.0,Likely Voters,1,Obama,Dem,43.0,484,TN
2012,2012-10-11,2012-president,2012 Tennessee President: Romney vs. Obama,5.0,Likely Voters,1,Undecided,,4.0,484,TN
2012,2012-10-11,2012-president,2012 Tennessee President: Romney vs. Obama,5.0,Likely Voters,1,Other,,2.0,484,TN
2012,2012-10-11,2012-senate,2012 Tennessee Senate: Corker vs. Clayton,5.0,Likely Voters,1,Clayton,Dem,27.0,452,TN
2012,2012-10-11,2012-senate,2012 Tennessee Senate: Corker vs. Clayton,5.0,Likely Voters,1,Corker,Rep,48.0,452,TN
2012,2012-10-11,2012-senate,2012 Tennessee Senate: Corker vs. Clayton,5.0,Likely Voters,1,Undecided,,25.0,452,TN
2012,2012-09-14,2012-president,2012 Tennessee President: Romney vs. Obama,,Likely Voters,1,Romney,Rep,50.0,694,TN
2012,2012-09-14,2012-president,2012 Tennessee President: Romney vs. Obama,,Likely Voters,1,Obama,Dem,42.0,694,TN
2012,2012-09-14,2012-president,2012 Tennessee President: Romney vs. Obama,,Likely Voters,1,Undecided,,4.0,694,TN
2012,2012-09-14,2012-president,2012 Tennessee President: Romney vs. Obama,,Likely Voters,1,Other,,4.0,694,TN
2012,2012-09-14,2012-senate,2012 Tennessee Senate: Corker vs. Clayton,,Likely Voters,1,Clayton,Dem,27.0,653,TN
2012,2012-09-14,2012-senate,2012 Tennessee Senate: Corker vs. Clayton,,Likely Voters,1,Corker,Rep,51.0,653,TN
2012,2012-09-14,2012-senate,2012 Tennessee Senate: Corker vs. Clayton,,Likely Voters,1,Undecided,,22.0,653,TN
2012,2012-05-09,2012-president,2012 Tennessee President: Romney vs. Obama,3.4,Registered Voters,1,Obama,Dem,40.0,826,TN
2012,2012-05-09,2012-president,2012 Tennessee President: Romney vs. Obama,3.4,Registered Voters,1,Romney,Rep,47.0,826,TN
2012,2012-05-09,obama-job-approval,Tennessee: Obama Job Approval,4.0,Adults,1,Approve,,43.0,1002,TN
2012,2012-05-09,obama-job-approval,Tennessee: Obama Job Approval,4.0,Adults,1,Disapprove,,50.0,1002,TN
2012,2012-05-09,obama-job-approval,Tennessee: Obama Job Approval,4.0,Adults,1,Undecided,,5.0,1002,TN
2012,2012-05-09,obama-job-approval,Tennessee: Obama Job Approval,4.0,Adults,1,Refused,,2.0,1002,TN
2012,2012-05-09,obama-job-approval,Tennessee: Obama Job Approval,4.0,Adults,1,I need to wait and see,,1.0,1002,TN
2012,2012-02-22,2012-president-gop-primary,2012 Tennessee GOP Primary,,Likely Voters - Republican,1,Undecided,,27.0,767,TN
2012,2012-02-22,2012-president-gop-primary,2012 Tennessee GOP Primary,,Likely Voters - Republican,1,Romney,Rep,17.0,767,TN
2012,2012-02-22,2012-president-gop-primary,2012 Tennessee GOP Primary,,Likely Voters - Republican,1,Gingrich,Rep,10.0,767,TN
2012,2012-02-22,2012-president-gop-primary,2012 Tennessee GOP Primary,,Likely Voters - Republican,1,Santorum,Rep,33.0,767,TN
2012,2012-02-22,2012-president-gop-primary,2012 Tennessee GOP Primary,,Likely Voters - Republican,1,Paul,Rep,13.0,767,TN
2012,2012-02-22,2012-president,2012 Tennessee President: Romney vs. Obama,3.0,Registered Voters,1,Romney,Rep,42.0,1508,TN
2012,2012-02-22,2012-president,2012 Tennessee President: Romney vs. Obama,3.0,Registered Voters,1,Undecided,,7.0,1508,TN
2012,2012-02-22,2012-president,2012 Tennessee President: Romney vs. Obama,3.0,Registered Voters,1,Obama,Dem,39.0,1508,TN
2012,2012-02-22,obama-job-approval,Tennessee: Obama Job Approval,3.0,Registered Voters,1,Approve,,41.0,1508,TN
2012,2012-02-22,obama-job-approval,Tennessee: Obama Job Approval,3.0,Registered Voters,1,Disapprove,,53.0,1508,TN
2012,2012-02-22,obama-job-approval,Tennessee: Obama Job Approval,3.0,Registered Voters,1,Undecided,,4.0,1508,TN
2012,2012-02-22,obama-job-approval,Tennessee: Obama Job Approval,3.0,Registered Voters,1,Refused,,2.0,1508,TN
2012,2012-02-22,obama-job-approval,Tennessee: Obama Job Approval,3.0,Registered Voters,1,I need to wait and see,,1.0,1508,TN
2012,2012-02-25,2012-president-gop-primary,2012 Tennessee GOP Primary,7.0,Adults - Republican,1,Santorum,Rep,40.0,196,TN
2012,2012-02-25,2012-president-gop-primary,2012 Tennessee GOP Primary,7.0,Adults - Republican,1,Paul,Rep,11.0,196,TN
2012,2012-02-25,2012-president-gop-primary,2012 Tennessee GOP Primary,7.0,Adults - Republican,1,Romney,Rep,19.0,196,TN
2012,2012-02-25,2012-president-gop-primary,2012 Tennessee GOP Primary,7.0,Adults - Republican,1,Gingrich,Rep,13.0,196,TN
2012,2012-02-25,2012-president,2012 Tennessee President: Romney vs. Obama,5.0,Likely Voters,1,Obama,Dem,41.0,416,TN
2012,2012-02-25,2012-president,2012 Tennessee President: Romney vs. Obama,5.0,Likely Voters,1,Romney,Rep,47.0,416,TN
2012,2012-02-25,obama-job-approval,Tennessee: Obama Job Approval,4.0,Adults,1,Approve,,38.0,646,TN
2012,2012-02-25,obama-job-approval,Tennessee: Obama Job Approval,4.0,Adults,1,Disapprove,,51.0,646,TN
2012,2011-10-14,2012-president,2012 Tennessee President: Romney vs. Obama,4.0,Adults,1,Romney,Rep,44.0,640,TN
2012,2011-10-14,2012-president,2012 Tennessee President: Romney vs. Obama,4.0,Adults,1,Obama,Dem,29.0,640,TN
2012,2011-10-14,obama-job-approval,Tennessee: Obama Job Approval,4.0,Adults,1,Approve,,30.0,635,TN
2012,2011-10-14,obama-job-approval,Tennessee: Obama Job Approval,4.0,Adults,1,Disapprove,,63.0,635,TN
2012,2012-11-04,2012-president,2012 South Dakota President: Romney vs. Obama,3.95,Likely Voters,1,Romney,Rep,53.0,617,SD
2012,2012-11-04,2012-president,2012 South Dakota President: Romney vs. Obama,3.95,Likely Voters,1,Undecided,,6.0,617,SD
2012,2012-11-04,2012-president,2012 South Dakota President: Romney vs. Obama,3.95,Likely Voters,1,Obama,Dem,41.0,617,SD
2012,2012-11-04,2012-house,2012 South Dakota House: At-Large District,3.96,Likely Voters,1,Varilek,Dem,41.0,612,SD
2012,2012-11-04,2012-house,2012 South Dakota House: At-Large District,3.96,Likely Voters,1,Noem,Rep,54.0,612,SD
2012,2012-11-04,2012-house,2012 South Dakota House: At-Large District,3.96,Likely Voters,1,Undecided,,5.0,612,SD
2012,2012-11-04,obama-job-approval,South Dakota: Obama Job Approval,3.9,Likely Voters,1,Approve,,46.0,633,SD
2012,2012-11-04,obama-job-approval,South Dakota: Obama Job Approval,3.9,Likely Voters,1,Disapprove,,54.0,633,SD
2012,2012-10-31,2012-president,2012 South Dakota President: Romney vs. Obama,3.52,Likely Voters,1,Undecided,,8.0,777,SD
2012,2012-10-31,2012-president,2012 South Dakota President: Romney vs. Obama,3.52,Likely Voters,1,Obama,Dem,42.0,777,SD
2012,2012-10-31,2012-president,2012 South Dakota President: Romney vs. Obama,3.52,Likely Voters,1,Romney,Rep,50.0,777,SD
2012,2012-10-31,2012-house,2012 South Dakota House: At-Large District,3.53,Likely Voters,1,Undecided,,6.0,771,SD
2012,2012-10-31,2012-house,2012 South Dakota House: At-Large District,3.53,Likely Voters,1,Varilek,Dem,44.0,771,SD
2012,2012-10-31,2012-house,2012 South Dakota House: At-Large District,3.53,Likely Voters,1,Noem,Rep,50.0,771,SD
2012,2012-10-31,obama-job-approval,South Dakota: Obama Job Approval,3.48,Likely Voters,1,Disapprove,,53.0,795,SD
2012,2012-10-31,obama-job-approval,South Dakota: Obama Job Approval,3.48,Likely Voters,1,Approve,,47.0,795,SD
2012,2012-10-05,obama-job-approval,South Dakota: Obama Job Approval,3.55,Likely Voters,1,Approve,,43.0,762,SD
2012,2012-10-05,obama-job-approval,South Dakota: Obama Job Approval,3.55,Likely Voters,1,Disapprove,,57.0,762,SD
2012,2012-10-05,2012-president,2012 South Dakota President: Romney vs. Obama,3.58,Likely Voters,1,Romney,Rep,52.0,749,SD
2012,2012-10-05,2012-president,2012 South Dakota President: Romney vs. Obama,3.58,Likely Voters,1,Undecided,,7.0,749,SD
2012,2012-10-05,2012-president,2012 South Dakota President: Romney vs. Obama,3.58,Likely Voters,1,Obama,Dem,41.0,749,SD
2012,2012-10-05,2012-house,2012 South Dakota House: At-Large District,3.59,Likely Voters,1,Varilek,Dem,44.0,746,SD
2012,2012-10-05,2012-house,2012 South Dakota House: At-Large District,3.59,Likely Voters,1,Noem,Rep,49.0,746,SD
2012,2012-10-05,2012-house,2012 South Dakota House: At-Large District,3.59,Likely Voters,1,Undecided,,7.0,746,SD
2012,2012-09-06,2012-president,2012 South Dakota President: Romney vs. Obama,4.3,Likely Voters,1,Romney,Rep,54.0,512,SD
2012,2012-09-06,2012-president,2012 South Dakota President: Romney vs. Obama,4.3,Likely Voters,1,Undecided,,7.0,512,SD
2012,2012-09-06,2012-president,2012 South Dakota President: Romney vs. Obama,4.3,Likely Voters,1,Obama,Dem,39.0,512,SD
2012,2012-09-06,2012-house,2012 South Dakota House: At-Large District,4.34,Likely Voters,1,Noem,Rep,51.0,509,SD
2012,2012-09-06,2012-house,2012 South Dakota House: At-Large District,4.34,Likely Voters,1,Varilek,Dem,42.0,509,SD
2012,2012-09-06,obama-job-approval,South Dakota: Obama Job Approval,4.3,Likely Voters,1,Disapprove,,57.0,512,SD
2012,2012-09-06,obama-job-approval,South Dakota: Obama Job Approval,4.3,Likely Voters,1,Approve,,43.0,512,SD
2012,2012-07-23,2012-house,2012 South Dakota House: At-Large District,4.2,Registered Voters,1,Undecided,,7.0,546,SD
2012,2012-07-23,2012-house,2012 South Dakota House: At-Large District,4.2,Registered Voters,1,Varilek,Dem,46.0,546,SD
2012,2012-07-23,2012-house,2012 South Dakota House: At-Large District,4.2,Registered Voters,1,Noem,Rep,47.0,546,SD
2012,2012-07-23,2012-president,2012 South Dakota President: Romney vs. Obama,4.19,Registered Voters,1,Undecided,,8.0,546,SD
2012,2012-07-23,2012-president,2012 South Dakota President: Romney vs. Obama,4.19,Registered Voters,1,Obama,Dem,43.0,546,SD
2012,2012-07-23,2012-president,2012 South Dakota President: Romney vs. Obama,4.19,Registered Voters,1,Romney,Rep,49.0,546,SD
2012,2012-07-23,obama-job-approval,South Dakota: Obama Job Approval,4.18,Registered Voters,1,Disapprove,,55.0,549,SD
2012,2012-07-23,obama-job-approval,South Dakota: Obama Job Approval,4.18,Registered Voters,1,Approve,,45.0,549,SD
2012,2012-02-17,2012-president,2012 South Dakota President: Romney vs. Obama,4.2,Registered Voters,1,Romney,Rep,44.0,559,SD
2012,2012-02-17,2012-president,2012 South Dakota President: Romney vs. Obama,4.2,Registered Voters,1,Undecided,,21.0,559,SD
2012,2012-02-17,2012-president,2012 South Dakota President: Romney vs. Obama,4.2,Registered Voters,1,Obama,Dem,35.0,559,SD
2012,2011-10-13,2012-president,2012 South Carolina President: Romney vs. Obama,2.1,Likely Voters,1,Undecided,,14.0,2131,SC
2012,2011-10-13,2012-president,2012 South Carolina President: Romney vs. Obama,2.1,Likely Voters,1,Obama,Dem,40.0,2131,SC
2012,2011-10-13,2012-president,2012 South Carolina President: Romney vs. Obama,2.1,Likely Voters,1,Romney,Rep,46.0,2131,SC
2012,2011-12-06,2012-president,2012 South Carolina President: Romney vs. Obama,2.1,Likely Voters,1,Romney,Rep,42.0,2107,SC
2012,2011-12-06,2012-president,2012 South Carolina President: Romney vs. Obama,2.1,Likely Voters,1,Undecided,,13.0,2107,SC
2012,2011-12-06,2012-president,2012 South Carolina President: Romney vs. Obama,2.1,Likely Voters,1,Obama,Dem,45.0,2107,SC
2012,2012-01-13,obama-job-approval,South Carolina: Obama Job Approval,,Registered Voters,1,Undecided,,10.0,995,SC
2012,2012-01-13,obama-job-approval,South Carolina: Obama Job Approval,,Registered Voters,1,Approve,,37.0,995,SC
2012,2012-01-13,obama-job-approval,South Carolina: Obama Job Approval,,Registered Voters,1,Disapprove,,53.0,995,SC
2012,2012-01-13,2012-president-gop-primary,2012 South Carolina GOP Primary,,Registered Voters - Republican,1,Undecided,,10.0,398,SC
2012,2012-01-13,2012-president-gop-primary,2012 South Carolina GOP Primary,,Registered Voters - Republican,1,Romney,Rep,37.0,398,SC
2012,2012-01-13,2012-president-gop-primary,2012 South Carolina GOP Primary,,Registered Voters - Republican,1,Paul,Rep,16.0,398,SC
2012,2012-01-13,2012-president-gop-primary,2012 South Carolina GOP Primary,,Registered Voters - Republican,1,Huntsman,Rep,3.0,398,SC
2012,2012-01-13,2012-president-gop-primary,2012 South Carolina GOP Primary,,Registered Voters - Republican,1,Santorum,Rep,16.0,398,SC
2012,2012-01-13,2012-president-gop-primary,2012 South Carolina GOP Primary,,Registered Voters - Republican,1,Perry,Rep,6.0,398,SC
2012,2012-01-13,2012-president-gop-primary,2012 South Carolina GOP Primary,,Registered Voters - Republican,1,Not Voting,,1.0,398,SC
2012,2012-01-13,2012-president-gop-primary,2012 South Carolina GOP Primary,,Registered Voters - Republican,1,Gingrich,Rep,12.0,398,SC
2012,2012-01-13,2012-president,2012 South Carolina President: Romney vs. Obama,3.4,Registered Voters,1,Romney,Rep,46.0,995,SC
2012,2012-01-13,2012-president,2012 South Carolina President: Romney vs. Obama,3.4,Registered Voters,1,Obama,Dem,40.0,995,SC
2012,2012-11-01,2012-president,2012 Oregon President: Romney vs. Obama,3.2,Likely Voters,1,Undecided,,3.0,921,OR
2012,2012-11-01,2012-president,2012 Oregon President: Romney vs. Obama,3.2,Likely Voters,1,Obama,Dem,52.0,921,OR
2012,2012-11-01,2012-president,2012 Oregon President: Romney vs. Obama,3.2,Likely Voters,1,Romney,Rep,46.0,921,OR
2012,2012-10-25,2012-president,2012 Oregon President: Romney vs. Obama,3.9,Likely Voters,1,Obama,Dem,47.0,615,OR
2012,2012-10-25,2012-president,2012 Oregon President: Romney vs. Obama,3.9,Likely Voters,1,Romney,Rep,42.0,615,OR
2012,2012-10-25,2012-president,2012 Oregon President: Romney vs. Obama,3.9,Likely Voters,1,Undecided,,12.0,615,OR
2012,2012-10-28,2012-president,2012 Oregon President: Romney vs. Obama,5.0,Likely Voters,1,Romney,Rep,41.0,405,OR
2012,2012-10-28,2012-president,2012 Oregon President: Romney vs. Obama,5.0,Likely Voters,1,Obama,Dem,47.0,405,OR
2012,2012-10-28,2012-president,2012 Oregon President: Romney vs. Obama,5.0,Likely Voters,1,Undecided,,8.0,405,OR
2012,2012-10-28,2012-president,2012 Oregon President: Romney vs. Obama,5.0,Likely Voters,1,Other,,3.0,405,OR
2012,2012-10-28,2012-president,2012 Oregon President: Romney vs. Obama,5.0,Likely Voters,1,Not Voting,,1.0,405,OR
2012,2012-10-18,2012-president,2012 Oregon President: Romney vs. Obama,4.2,Likely Voters,1,Romney,Rep,42.0,579,OR
2012,2012-10-18,2012-president,2012 Oregon President: Romney vs. Obama,4.2,Likely Voters,1,Obama,Dem,49.0,579,OR
2012,2012-10-18,2012-president,2012 Oregon President: Romney vs. Obama,4.2,Likely Voters,1,Undecided,,5.0,579,OR
2012,2012-10-18,2012-president,2012 Oregon President: Romney vs. Obama,4.2,Likely Voters,1,Other,,4.0,579,OR
2012,2012-09-13,2012-president,2012 Oregon President: Romney vs. Obama,4.3,Likely Voters,1,Romney,Rep,41.0,552,OR
2012,2012-09-13,2012-president,2012 Oregon President: Romney vs. Obama,4.3,Likely Voters,1,Obama,Dem,50.0,552,OR
2012,2012-09-13,2012-president,2012 Oregon President: Romney vs. Obama,4.3,Likely Voters,1,Undecided,,5.0,552,OR
2012,2012-09-13,2012-president,2012 Oregon President: Romney vs. Obama,4.3,Likely Voters,1,Other,,5.0,552,OR
2012,2012-06-24,obama-job-approval,Oregon: Obama Job Approval,3.7,Likely Voters,1,Approve,,49.0,686,OR
2012,2012-06-24,obama-job-approval,Oregon: Obama Job Approval,3.7,Likely Voters,1,Disapprove,,46.0,686,OR
2012,2012-06-24,obama-job-approval,Oregon: Obama Job Approval,3.7,Likely Voters,1,Undecided,,5.0,686,OR
2012,2012-06-24,2012-president,2012 Oregon President: Romney vs. Obama,3.7,Likely Voters,1,Romney,Rep,42.0,686,OR
2012,2012-06-24,2012-president,2012 Oregon President: Romney vs. Obama,3.7,Likely Voters,1,Undecided,,8.0,686,OR
2012,2012-06-24,2012-president,2012 Oregon President: Romney vs. Obama,3.7,Likely Voters,1,Obama,Dem,50.0,686,OR
2012,2012-05-10,2012-president,2012 Oregon President: Romney vs. Obama,2.6,Registered Voters,1,Undecided,,10.0,1468,OR
2012,2012-05-10,2012-president,2012 Oregon President: Romney vs. Obama,2.6,Registered Voters,1,Obama,Dem,47.0,1468,OR
2012,2012-05-10,2012-president,2012 Oregon President: Romney vs. Obama,2.6,Registered Voters,1,Romney,Rep,43.0,1468,OR
2012,2012-03-19,2012-president,2012 Oregon President: Romney vs. Obama,2.5,Likely Voters,1,Undecided,,11.0,1615,OR
2012,2012-03-19,2012-president,2012 Oregon President: Romney vs. Obama,2.5,Likely Voters,1,Obama,Dem,50.0,1615,OR
2012,2012-03-19,2012-president,2012 Oregon President: Romney vs. Obama,2.5,Likely Voters,1,Romney,Rep,39.0,1615,OR
2012,2011-11-21,2012-president,2012 Oregon President: Romney vs. Obama,4.4,Likely Voters,1,Romney,Rep,40.0,528,OR
2012,2011-11-21,2012-president,2012 Oregon President: Romney vs. Obama,4.4,Likely Voters,1,Undecided,,12.0,528,OR
2012,2011-11-21,2012-president,2012 Oregon President: Romney vs. Obama,4.4,Likely Voters,1,Obama,Dem,48.0,528,OR
2012,2011-12-14,2012-president,2012 Oregon President: Romney vs. Obama,3.1,Likely Voters,1,Undecided,,7.0,979,OR
2012,2011-12-14,2012-president,2012 Oregon President: Romney vs. Obama,3.1,Likely Voters,1,Obama,Dem,53.0,979,OR
2012,2011-12-14,2012-president,2012 Oregon President: Romney vs. Obama,3.1,Likely Voters,1,Romney,Rep,40.0,979,OR
2012,2012-11-03,2012-president,2012 New York President: Romney vs. Obama,2.8,Likely Voters,1,Romney,Rep,36.0,1430,NY
2012,2012-11-03,2012-president,2012 New York President: Romney vs. Obama,2.8,Likely Voters,1,Obama,Dem,59.0,1430,NY
2012,2012-11-03,2012-president,2012 New York President: Romney vs. Obama,2.8,Likely Voters,1,Undecided,,3.0,1430,NY
2012,2012-11-03,2012-president,2012 New York President: Romney vs. Obama,2.8,Likely Voters,1,Other,,2.0,1430,NY
2012,2012-11-03,2012-senate,2012 New York Senate: Long vs. Gillibrand,2.8,Likely Voters,1,Undecided,,10.0,1430,NY
2012,2012-11-03,2012-senate,2012 New York Senate: Long vs. Gillibrand,2.8,Likely Voters,1,Gillibrand,Dem,61.0,1430,NY
2012,2012-11-03,2012-senate,2012 New York Senate: Long vs. Gillibrand,2.8,Likely Voters,1,Long,Rep,29.0,1430,NY
2012,2012-10-25,2012-president,2012 New York President: Romney vs. Obama,4.1,Likely Voters,1,Undecided,,2.0,554,NY
2012,2012-10-25,2012-president,2012 New York President: Romney vs. Obama,4.1,Likely Voters,1,Other,,4.0,554,NY
2012,2012-10-25,2012-president,2012 New York President: Romney vs. Obama,4.1,Likely Voters,1,Romney,Rep,33.0,554,NY
2012,2012-10-25,2012-president,2012 New York President: Romney vs. Obama,4.1,Likely Voters,1,Obama,Dem,62.0,554,NY
2012,2012-10-25,2012-senate,2012 New York Senate: Long vs. Gillibrand,4.1,Likely Voters,1,Long,Rep,22.0,554,NY
2012,2012-10-25,2012-senate,2012 New York Senate: Long vs. Gillibrand,4.1,Likely Voters,1,Other,,7.0,554,NY
2012,2012-10-25,2012-senate,2012 New York Senate: Long vs. Gillibrand,4.1,Likely Voters,1,Gillibrand,Dem,64.0,554,NY
2012,2012-10-25,2012-senate,2012 New York Senate: Long vs. Gillibrand,4.1,Likely Voters,1,Undecided,,7.0,554,NY
2012,2012-10-24,2012-president,2012 New York President: Romney vs. Obama,3.6,Likely Voters,1,Undecided,,6.0,750,NY
2012,2012-10-24,2012-president,2012 New York President: Romney vs. Obama,3.6,Likely Voters,1,Obama,Dem,59.0,750,NY
2012,2012-10-24,2012-president,2012 New York President: Romney vs. Obama,3.6,Likely Voters,1,Romney,Rep,35.0,750,NY
2012,2012-10-24,2012-senate,2012 New York Senate: Long vs. Gillibrand,3.6,Likely Voters,1,Long,Rep,24.0,750,NY
2012,2012-10-24,2012-senate,2012 New York Senate: Long vs. Gillibrand,3.6,Likely Voters,1,Undecided,,8.0,750,NY
2012,2012-10-24,2012-senate,2012 New York Senate: Long vs. Gillibrand,3.6,Likely Voters,1,Gillibrand,Dem,67.0,750,NY
2012,2012-10-21,2012-president,2012 New York President: Romney vs. Obama,4.1,Likely Voters,1,Romney,Rep,35.0,565,NY
2012,2012-10-21,2012-president,2012 New York President: Romney vs. Obama,4.1,Likely Voters,1,Obama,Dem,61.0,565,NY
2012,2012-10-21,2012-president,2012 New York President: Romney vs. Obama,4.1,Likely Voters,1,Undecided,,3.0,565,NY
2012,2012-10-21,2012-president,2012 New York President: Romney vs. Obama,4.1,Likely Voters,1,Other,,1.0,565,NY
2012,2012-10-21,2012-senate,2012 New York Senate: Long vs. Gillibrand,4.1,Likely Voters,1,Long,Rep,24.0,565,NY
2012,2012-10-21,2012-senate,2012 New York Senate: Long vs. Gillibrand,4.1,Likely Voters,1,Undecided,,8.0,565,NY
2012,2012-10-21,2012-senate,2012 New York Senate: Long vs. Gillibrand,4.1,Likely Voters,1,Gillibrand,Dem,68.0,565,NY
2012,2012-10-11,2012-president,2012 New York President: Romney vs. Obama,,Likely Voters,1,Romney,Rep,35.0,1403,NY
2012,2012-10-11,2012-president,2012 New York President: Romney vs. Obama,,Likely Voters,1,Obama,Dem,59.0,1403,NY
2012,2012-10-11,2012-president,2012 New York President: Romney vs. Obama,,Likely Voters,1,Undecided,,4.0,1403,NY
2012,2012-10-11,2012-president,2012 New York President: Romney vs. Obama,,Likely Voters,1,Other,,2.0,1403,NY
2012,2012-10-11,2012-senate,2012 New York Senate: Long vs. Gillibrand,,Likely Voters,1,Long,Rep,25.0,1403,NY
2012,2012-10-11,2012-senate,2012 New York Senate: Long vs. Gillibrand,,Likely Voters,1,Undecided,,19.0,1403,NY
2012,2012-10-11,2012-senate,2012 New York Senate: Long vs. Gillibrand,,Likely Voters,1,Gillibrand,Dem,55.0,1403,NY
2012,2012-09-14,2012-president,2012 New York President: Romney vs. Obama,,Likely Voters,1,Obama,Dem,58.0,1403,NY
2012,2012-09-14,2012-president,2012 New York President: Romney vs. Obama,,Likely Voters,1,Undecided,,4.0,1403,NY
2012,2012-09-14,2012-president,2012 New York President: Romney vs. Obama,,Likely Voters,1,Other,,2.0,1403,NY
2012,2012-09-14,2012-president,2012 New York President: Romney vs. Obama,,Likely Voters,1,Romney,Rep,36.0,1403,NY
2012,2012-09-14,2012-senate,2012 New York Senate: Long vs. Gillibrand,,Likely Voters,1,Long,Rep,26.0,1354,NY
2012,2012-09-14,2012-senate,2012 New York Senate: Long vs. Gillibrand,,Likely Voters,1,Undecided,,20.0,1354,NY
2012,2012-09-14,2012-senate,2012 New York Senate: Long vs. Gillibrand,,Likely Voters,1,Gillibrand,Dem,53.0,1354,NY
2012,2012-09-12,2012-president,2012 New York President: Romney vs. Obama,2.5,Likely Voters,1,Obama,Dem,62.0,1486,NY
2012,2012-09-12,2012-president,2012 New York President: Romney vs. Obama,2.5,Likely Voters,1,Undecided,,2.0,1486,NY
2012,2012-09-12,2012-president,2012 New York President: Romney vs. Obama,2.5,Likely Voters,1,Other,,1.0,1486,NY
2012,2012-09-12,2012-president,2012 New York President: Romney vs. Obama,2.5,Likely Voters,1,Romney,Rep,34.0,1486,NY
2012,2012-09-12,2012-senate,2012 New York Senate: Long vs. Gillibrand,2.5,Likely Voters,1,Long,Rep,27.0,1486,NY
2012,2012-09-12,2012-senate,2012 New York Senate: Long vs. Gillibrand,2.5,Likely Voters,1,Undecided,,9.0,1486,NY
2012,2012-09-12,2012-senate,2012 New York Senate: Long vs. Gillibrand,2.5,Likely Voters,1,Gillibrand,Dem,64.0,1486,NY
2012,2012-09-12,obama-job-approval,New York: Obama Job Approval,2.5,Likely Voters,1,Approve,,61.0,1486,NY
2012,2012-09-12,obama-job-approval,New York: Obama Job Approval,2.5,Likely Voters,1,Disapprove,,36.0,1486,NY
2012,2012-09-12,obama-job-approval,New York: Obama Job Approval,2.5,Likely Voters,1,Undecided,,3.0,1486,NY
2012,2012-08-19,2012-president,2012 New York President: Romney vs. Obama,3.8,Likely Voters,1,Obama,Dem,62.0,671,NY
2012,2012-08-19,2012-president,2012 New York President: Romney vs. Obama,3.8,Likely Voters,1,Romney,Rep,33.0,671,NY
2012,2012-08-19,2012-president,2012 New York President: Romney vs. Obama,3.8,Likely Voters,1,Undecided,,5.0,671,NY
2012,2012-08-19,2012-senate,2012 New York Senate: Long vs. Gillibrand,3.8,Likely Voters,1,Undecided,,13.0,671,NY
2012,2012-08-19,2012-senate,2012 New York Senate: Long vs. Gillibrand,3.8,Likely Voters,1,Gillibrand,Dem,65.0,671,NY
2012,2012-08-19,2012-senate,2012 New York Senate: Long vs. Gillibrand,3.8,Likely Voters,1,Long,Rep,22.0,671,NY
2012,2012-07-23,2012-president,2012 New York President: Romney vs. Obama,2.3,Registered Voters,1,Other,,2.0,1779,NY
2012,2012-07-23,2012-president,2012 New York President: Romney vs. Obama,2.3,Registered Voters,1,Romney,Rep,32.0,1779,NY
2012,2012-07-23,2012-president,2012 New York President: Romney vs. Obama,2.3,Registered Voters,1,Obama,Dem,55.0,1779,NY
2012,2012-07-23,2012-president,2012 New York President: Romney vs. Obama,2.3,Registered Voters,1,Undecided,,10.0,1779,NY
2012,2012-07-23,2012-senate,2012 New York Senate: Long vs. Gillibrand,2.3,Registered Voters,1,Other,,1.0,1779,NY
2012,2012-07-23,2012-senate,2012 New York Senate: Long vs. Gillibrand,2.3,Registered Voters,1,Gillibrand,Dem,57.0,1779,NY
2012,2012-07-23,2012-senate,2012 New York Senate: Long vs. Gillibrand,2.3,Registered Voters,1,Undecided,,16.0,1779,NY
2012,2012-07-23,2012-senate,2012 New York Senate: Long vs. Gillibrand,2.3,Registered Voters,1,Long,Rep,24.0,1779,NY
2012,2012-07-15,2012-president,2012 New York President: Romney vs. Obama,3.6,Registered Voters,1,Romney,Rep,34.0,758,NY
2012,2012-07-15,2012-president,2012 New York President: Romney vs. Obama,3.6,Registered Voters,1,Undecided,,5.0,758,NY
